1, 2.26221, 1.86029, EDDI, P32N21BTN77PW, 2022-09-30 16:56:52,
311, 1.45433, 4.1476, EDDI, P32N21BTN77PW, 2022-09-30 17:02:02,
312, 0.647074, 3.35177, EDDI, P32N21BTN77PW, 2022-09-30 17:02:03,
313, -1.89914, 0.816953, EDDI, P32N21BTN77PW, 2022-09-30 17:02:04,
314, -0.685529, 2.04195, EDDI, P32N21BTN77PW, 2022-09-30 17:02:05,
315, -2.4494, 0.28943, EDDI, P32N21BTN77PW, 2022-09-30 17:02:06,
316, -0.334817, 2.41534, EDDI, P32N21BTN77PW, 2022-09-30 17:02:07,
317, -0.820762, 1.94071, EDDI, P32N21BTN77PW, 2022-09-30 17:02:08,
318, 0.71392, 3.48667, EDDI, P32N21BTN77PW, 2022-09-30 17:02:09,
319, 1.19715, 3.98116, EDDI, P32N21BTN77PW, 2022-09-30 17:02:10,
320, 0.173736, 2.96897, EDDI, P32N21BTN77PW, 2022-09-30 17:02:11,
321, 0.649038, 3.45547, EDDI, P32N21BTN77PW, 2022-09-30 17:02:12,
322, -0.627643, 2.18997, EDDI, P32N21BTN77PW, 2022-09-30 17:02:13,
323, -0.00646864, 2.82229, EDDI, P32N21BTN77PW, 2022-09-30 17:02:14,
324, -0.991982, 1.8479, EDDI, P32N21BTN77PW, 2022-09-30 17:02:15,
325, -1.22874, 1.62224, EDDI, P32N21BTN77PW, 2022-09-30 17:02:16,
326, 0.463926, 3.32597, EDDI, P32N21BTN77PW, 2022-09-30 17:02:17,
327, -0.335211, 2.53787, EDDI, P32N21BTN77PW, 2022-09-30 17:02:18,
328, 0.354953, 3.23904, EDDI, P32N21BTN77PW, 2022-09-30 17:02:19,
329, -0.828476, 2.06659, EDDI, P32N21BTN77PW, 2022-09-30 17:02:20,
330, -0.347535, 2.55848, EDDI, P32N21BTN77PW, 2022-09-30 17:02:21,
331, -0.345077, 2.57186, EDDI, P32N21BTN77PW, 2022-09-30 17:02:22,
332, 0.0699125, 2.99774, EDDI, P32N21BTN77PW, 2022-09-30 17:02:23,
333, -1.04098, 1.89771, EDDI, P32N21BTN77PW, 2022-09-30 17:02:24,
334, -0.174256, 2.77526, EDDI, P32N21BTN77PW, 2022-09-30 17:02:25,
335, -1.04586, 1.91446, EDDI, P32N21BTN77PW, 2022-09-30 17:02:26,
336, -0.455528, 2.51556, EDDI, P32N21BTN77PW, 2022-09-30 17:02:27,
337, -0.572463, 2.40936, EDDI, P32N21BTN77PW, 2022-09-30 17:02:28,
338, 0.0427891, 3.03531, EDDI, P32N21BTN77PW, 2022-09-30 17:02:29,
339, -1.88526, 1.11793, EDDI, P32N21BTN77PW, 2022-09-30 17:02:30,
340, 0.0659515, 3.07979, EDDI, P32N21BTN77PW, 2022-09-30 17:02:31,
341, -0.607922, 2.41652, EDDI, P32N21BTN77PW, 2022-09-30 17:02:32,
342, -0.909282, 2.12573, EDDI, P32N21BTN77PW, 2022-09-30 17:02:33,
343, -1.65766, 1.38789, EDDI, P32N21BTN77PW, 2022-09-30 17:02:34,
344, -0.857847, 2.19821, EDDI, P32N21BTN77PW, 2022-09-30 17:02:35,
345, -0.647776, 2.41875, EDDI, P32N21BTN77PW, 2022-09-30 17:02:36,
346, -1.54363, 1.53333, EDDI, P32N21BTN77PW, 2022-09-30 17:02:37,
347, 1.01449, 4.10185, EDDI, P32N21BTN77PW, 2022-09-30 17:02:38,
348, 0.722997, 3.82072, EDDI, P32N21BTN77PW, 2022-09-30 17:02:39,
349, -0.638563, 2.46949, EDDI, P32N21BTN77PW, 2022-09-30 17:02:40,
350, -1.7477, 1.37064, EDDI, P32N21BTN77PW, 2022-09-30 17:02:41,
351, -1.66588, 1.46272, EDDI, P32N21BTN77PW, 2022-09-30 17:02:42,
352, -1.47543, 1.66339, EDDI, P32N21BTN77PW, 2022-09-30 17:02:43,
353, -0.996569, 2.15243, EDDI, P32N21BTN77PW, 2022-09-30 17:02:44,
354, -1.82451, 1.33464, EDDI, P32N21BTN77PW, 2022-09-30 17:02:45,
355, 0.751373, 3.92063, EDDI, P32N21BTN77PW, 2022-09-30 17:02:46,
356, 1.20364, 4.38296, EDDI, P32N21BTN77PW, 2022-09-30 17:02:47,
357, -0.288987, 2.90037, EDDI, P32N21BTN77PW, 2022-09-30 17:02:48,
358, 0.4264, 3.62575, EDDI, P32N21BTN77PW, 2022-09-30 17:02:49,
359, 0.370265, 3.57957, EDDI, P32N21BTN77PW, 2022-09-30 17:02:50,
360, -0.964781, 2.25443, EDDI, P32N21BTN77PW, 2022-09-30 17:02:51,
361, -1.54996, 1.67913, EDDI, P32N21BTN77PW, 2022-09-30 17:02:52,
362, -0.431785, 2.80714, EDDI, P32N21BTN77PW, 2022-09-30 17:02:53,
363, -1.17722, 2.0715, EDDI, P32N21BTN77PW, 2022-09-30 17:02:54,
364, -0.690867, 2.56761, EDDI, P32N21BTN77PW, 2022-09-30 17:02:55,
365, -0.938637, 2.32955, EDDI, P32N21BTN77PW, 2022-09-30 17:02:56,
366, 0.726113, 4.00397, EDDI, P32N21BTN77PW, 2022-09-30 17:02:57,
367, -1.39548, 1.89201, EDDI, P32N21BTN77PW, 2022-09-30 17:02:58,
368, -0.761358, 2.53572, EDDI, P32N21BTN77PW, 2022-09-30 17:02:59,
369, 1.6961, 5.00272, EDDI, P32N21BTN77PW, 2022-09-30 17:03:00,
370, -0.695024, 2.6211, EDDI, P32N21BTN77PW, 2022-09-30 17:03:01,
371, 1.09104, 4.41662, EDDI, P32N21BTN77PW, 2022-09-30 17:03:02,
372, 0.426616, 3.76162, EDDI, P32N21BTN77PW, 2022-09-30 17:03:03,
373, -2.00165, 1.34272, EDDI, P32N21BTN77PW, 2022-09-30 17:03:04,
374, -0.41812, 2.93558, EDDI, P32N21BTN77PW, 2022-09-30 17:03:05,
375, -2.79332, 0.569669, EDDI, P32N21BTN77PW, 2022-09-30 17:03:06,
376, -2.61666, 0.755574, EDDI, P32N21BTN77PW, 2022-09-30 17:03:07,
377, -1.22883, 2.1526, EDDI, P32N21BTN77PW, 2022-09-30 17:03:08,
378, -1.86994, 1.52064, EDDI, P32N21BTN77PW, 2022-09-30 17:03:09,
379, -2.14688, 1.2528, EDDI, P32N21BTN77PW, 2022-09-30 17:03:10,
380, -1.15108, 2.25767, EDDI, P32N21BTN77PW, 2022-09-30 17:03:11,
381, -1.89722, 1.52054, EDDI, P32N21BTN77PW, 2022-09-30 17:03:12,
382, -0.771165, 2.65556, EDDI, P32N21BTN77PW, 2022-09-30 17:03:13,
383, 0.0930785, 3.52873, EDDI, P32N21BTN77PW, 2022-09-30 17:03:14,
384, -2.58722, 0.857303, EDDI, P32N21BTN77PW, 2022-09-30 17:03:15,
385, -0.905458, 2.5479, EDDI, P32N21BTN77PW, 2022-09-30 17:03:16,
386, -1.71274, 1.74939, EDDI, P32N21BTN77PW, 2022-09-30 17:03:17,
387, 0.262812, 3.73368, EDDI, P32N21BTN77PW, 2022-09-30 17:03:18,
388, -3.06279, 0.416757, EDDI, P32N21BTN77PW, 2022-09-30 17:03:19,
389, -1.89655, 1.59164, EDDI, P32N21BTN77PW, 2022-09-30 17:03:20,
390, -0.593727, 2.90305, EDDI, P32N21BTN77PW, 2022-09-30 17:03:21,
391, -1.23542, 2.26989, EDDI, P32N21BTN77PW, 2022-09-30 17:03:22,
392, 0.116769, 3.63057, EDDI, P32N21BTN77PW, 2022-09-30 17:03:23,
393, -2.0218, 1.50044, EDDI, P32N21BTN77PW, 2022-09-30 17:03:24,
394, -0.922726, 2.6079, EDDI, P32N21BTN77PW, 2022-09-30 17:03:25,
395, 0.109143, 3.64811, EDDI, P32N21BTN77PW, 2022-09-30 17:03:26,
396, -1.13407, 2.41319, EDDI, P32N21BTN77PW, 2022-09-30 17:03:27,
397, -0.629855, 2.92564, EDDI, P32N21BTN77PW, 2022-09-30 17:03:28,
398, -1.14544, 2.41824, EDDI, P32N21BTN77PW, 2022-09-30 17:03:29,
399, 0.3828, 3.95462, EDDI, P32N21BTN77PW, 2022-09-30 17:03:30,
400, 0.496522, 4.07642, EDDI, P32N21BTN77PW, 2022-09-30 17:03:31,
401, -0.558279, 3.02965, EDDI, P32N21BTN77PW, 2022-09-30 17:03:32,
402, 0.117023, 3.71293, EDDI, P32N21BTN77PW, 2022-09-30 17:03:33,
403, -1.38227, 2.22157, EDDI, P32N21BTN77PW, 2022-09-30 17:03:34,
404, -1.053, 2.55871, EDDI, P32N21BTN77PW, 2022-09-30 17:03:35,
405, -2.18885, 1.43068, EDDI, P32N21BTN77PW, 2022-09-30 17:03:36,
406, -0.126291, 3.50101, EDDI, P32N21BTN77PW, 2022-09-30 17:03:37,
407, -2.08608, 1.54894, EDDI, P32N21BTN77PW, 2022-09-30 17:03:38,
408, -1.31567, 2.327, EDDI, P32N21BTN77PW, 2022-09-30 17:03:39,
409, -0.644322, 3.00596, EDDI, P32N21BTN77PW, 2022-09-30 17:03:40,
410, -1.16903, 2.4888, EDDI, P32N21BTN77PW, 2022-09-30 17:03:41,
411, -1.46863, 2.1967, EDDI, P32N21BTN77PW, 2022-09-30 17:03:42,
412, -1.61168, 2.06108, EDDI, P32N21BTN77PW, 2022-09-30 17:03:43,
413, -0.537858, 3.14229, EDDI, P32N21BTN77PW, 2022-09-30 17:03:44,
414, -2.45056, 1.23692, EDDI, P32N21BTN77PW, 2022-09-30 17:03:45,
415, -2.3554, 1.33935, EDDI, P32N21BTN77PW, 2022-09-30 17:03:46,
416, -1.87959, 1.82238, EDDI, P32N21BTN77PW, 2022-09-30 17:03:47,
417, -1.43156, 2.27758, EDDI, P32N21BTN77PW, 2022-09-30 17:03:48,
418, -1.13022, 2.58602, EDDI, P32N21BTN77PW, 2022-09-30 17:03:49,
419, -0.495641, 3.22765, EDDI, P32N21BTN77PW, 2022-09-30 17:03:50,
420, -3.34944, 0.380834, EDDI, P32N21BTN77PW, 2022-09-30 17:03:51,
421, -0.523763, 3.21345, EDDI, P32N21BTN77PW, 2022-09-30 17:03:52,
422, -1.44654, 2.29755, EDDI, P32N21BTN77PW, 2022-09-30 17:03:53,
423, -2.08585, 1.66505, EDDI, P32N21BTN77PW, 2022-09-30 17:03:54,
424, -2.71291, 1.04475, EDDI, P32N21BTN77PW, 2022-09-30 17:03:55,
425, -4.16287, -0.398517, EDDI, P32N21BTN77PW, 2022-09-30 17:03:56,
426, -1.45781, 2.31318, EDDI, P32N21BTN77PW, 2022-09-30 17:03:57,
427, -5.19894, -1.42136, EDDI, P32N21BTN77PW, 2022-09-30 17:03:58,
428, -1.18742, 2.59668, EDDI, P32N21BTN77PW, 2022-09-30 17:03:59,
429, -0.900935, 2.88963, EDDI, P32N21BTN77PW, 2022-09-30 17:04:00,
430, -3.31411, 0.482859, EDDI, P32N21BTN77PW, 2022-09-30 17:04:01,
431, -2.40543, 1.39787, EDDI, P32N21BTN77PW, 2022-09-30 17:04:02,
432, -2.03633, 1.77326, EDDI, P32N21BTN77PW, 2022-09-30 17:04:03,
433, 0.214013, 4.02982, EDDI, P32N21BTN77PW, 2022-09-30 17:04:04,
434, -1.59429, 2.22768, EDDI, P32N21BTN77PW, 2022-09-30 17:04:05,
435, -0.330062, 3.498, EDDI, P32N21BTN77PW, 2022-09-30 17:04:06,
436, 0.588143, 4.42225, EDDI, P32N21BTN77PW, 2022-09-30 17:04:07,
437, -2.6218, 1.21827, EDDI, P32N21BTN77PW, 2022-09-30 17:04:08,
438, 0.125401, 3.97139, EDDI, P32N21BTN77PW, 2022-09-30 17:04:09,
439, -1.08042, 2.77142, EDDI, P32N21BTN77PW, 2022-09-30 17:04:10,
440, -2.878, 0.979629, EDDI, P32N21BTN77PW, 2022-09-30 17:04:11,
441, -4.06868, -0.205325, EDDI, P32N21BTN77PW, 2022-09-30 17:04:12,
442, -1.22638, 2.64264, EDDI, P32N21BTN77PW, 2022-09-30 17:04:13,
443, -1.334, 2.54062, EDDI, P32N21BTN77PW, 2022-09-30 17:04:14,
444, -2.32802, 1.55213, EDDI, P32N21BTN77PW, 2022-09-30 17:04:15,
445, -1.10476, 2.78086, EDDI, P32N21BTN77PW, 2022-09-30 17:04:16,
446, -2.86248, 1.02855, EDDI, P32N21BTN77PW, 2022-09-30 17:04:17,
447, -2.09426, 1.80212, EDDI, P32N21BTN77PW, 2022-09-30 17:04:18,
448, -3.05657, 0.845084, EDDI, P32N21BTN77PW, 2022-09-30 17:04:19,
449, -3.55437, 0.352502, EDDI, P32N21BTN77PW, 2022-09-30 17:04:20,
450, -1.87886, 2.03315, EDDI, P32N21BTN77PW, 2022-09-30 17:04:21,
451, -3.44115, 0.475947, EDDI, P32N21BTN77PW, 2022-09-30 17:04:22,
452, 0.229707, 4.15183, EDDI, P32N21BTN77PW, 2022-09-30 17:04:23,
453, -3.40835, 0.51872, EDDI, P32N21BTN77PW, 2022-09-30 17:04:24,
454, -1.24794, 2.68402, EDDI, P32N21BTN77PW, 2022-09-30 17:04:25,
455, -3.26085, 0.675937, EDDI, P32N21BTN77PW, 2022-09-30 17:04:26,
456, -2.59765, 1.34389, EDDI, P32N21BTN77PW, 2022-09-30 17:04:27,
457, -1.29133, 2.65489, EDDI, P32N21BTN77PW, 2022-09-30 17:04:28,
458, -2.02805, 1.9228, EDDI, P32N21BTN77PW, 2022-09-30 17:04:29,
459, -2.19973, 1.75567, EDDI, P32N21BTN77PW, 2022-09-30 17:04:30,
460, -3.55276, 0.407133, EDDI, P32N21BTN77PW, 2022-09-30 17:04:31,
461, -2.75798, 1.20633, EDDI, P32N21BTN77PW, 2022-09-30 17:04:32,
462, -1.89846, 2.0702, EDDI, P32N21BTN77PW, 2022-09-30 17:04:33,
463, -1.76716, 2.20578, EDDI, P32N21BTN77PW, 2022-09-30 17:04:34,
464, -3.25378, 0.723388, EDDI, P32N21BTN77PW, 2022-09-30 17:04:35,
465, -1.99727, 1.98404, EDDI, P32N21BTN77PW, 2022-09-30 17:04:36,
466, -2.50678, 1.47861, EDDI, P32N21BTN77PW, 2022-09-30 17:04:37,
467, -2.92384, 1.06556, EDDI, P32N21BTN77PW, 2022-09-30 17:04:38,
468, -2.57833, 1.41501, EDDI, P32N21BTN77PW, 2022-09-30 17:04:39,
469, -1.74303, 2.25418, EDDI, P32N21BTN77PW, 2022-09-30 17:04:40,
470, -0.759706, 3.24131, EDDI, P32N21BTN77PW, 2022-09-30 17:04:41,
471, -1.95191, 2.05284, EDDI, P32N21BTN77PW, 2022-09-30 17:04:42,
472, -2.42947, 1.57895, EDDI, P32N21BTN77PW, 2022-09-30 17:04:43,
473, -1.5464, 2.46561, EDDI, P32N21BTN77PW, 2022-09-30 17:04:44,
474, -2.79984, 1.21569, EDDI, P32N21BTN77PW, 2022-09-30 17:04:45,
475, -1.41418, 2.60481, EDDI, P32N21BTN77PW, 2022-09-30 17:04:46,
476, -0.861705, 3.16067, EDDI, P32N21BTN77PW, 2022-09-30 17:04:47,
477, -2.16727, 1.85841, EDDI, P32N21BTN77PW, 2022-09-30 17:04:48,
478, -1.68168, 2.34725, EDDI, P32N21BTN77PW, 2022-09-30 17:04:49,
479, -2.01375, 2.01835, EDDI, P32N21BTN77PW, 2022-09-30 17:04:50,
480, -0.0221193, 4.01307, EDDI, P32N21BTN77PW, 2022-09-30 17:04:51,
481, 0.257481, 4.2957, EDDI, P32N21BTN77PW, 2022-09-30 17:04:52,
482, -1.41413, 2.62704, EDDI, P32N21BTN77PW, 2022-09-30 17:04:53,
483, -2.4431, 1.60096, EDDI, P32N21BTN77PW, 2022-09-30 17:04:54,
484, -3.57838, 0.46849, EDDI, P32N21BTN77PW, 2022-09-30 17:04:55,
485, -1.9712, 2.07841, EDDI, P32N21BTN77PW, 2022-09-30 17:04:56,
486, -2.04286, 2.00941, EDDI, P32N21BTN77PW, 2022-09-30 17:04:57,
487, -1.56211, 2.49276, EDDI, P32N21BTN77PW, 2022-09-30 17:04:58,
488, -1.93643, 2.12096, EDDI, P32N21BTN77PW, 2022-09-30 17:04:59,
489, -3.38897, 0.670867, EDDI, P32N21BTN77PW, 2022-09-30 17:05:00,
490, -1.27598, 2.78623, EDDI, P32N21BTN77PW, 2022-09-30 17:05:01,
491, -3.47842, 0.586097, EDDI, P32N21BTN77PW, 2022-09-30 17:05:02,
492, -3.01871, 1.04803, EDDI, P32N21BTN77PW, 2022-09-30 17:05:03,
493, -1.68955, 2.37935, EDDI, P32N21BTN77PW, 2022-09-30 17:05:04,
494, -2.55426, 1.51671, EDDI, P32N21BTN77PW, 2022-09-30 17:05:05,
495, -2.19935, 1.87363, EDDI, P32N21BTN77PW, 2022-09-30 17:05:06,
496, -3.81025, 0.264663, EDDI, P32N21BTN77PW, 2022-09-30 17:05:07,
497, -4.73987, -0.663102, EDDI, P32N21BTN77PW, 2022-09-30 17:05:08,
498, -3.09693, 0.981624, EDDI, P32N21BTN77PW, 2022-09-30 17:05:09,
499, -1.4755, 2.60476, EDDI, P32N21BTN77PW, 2022-09-30 17:05:10,
500, -2.15313, 1.92877, EDDI, P32N21BTN77PW, 2022-09-30 17:05:11,
501, -2.16128, 1.92217, EDDI, P32N21BTN77PW, 2022-09-30 17:05:12,
502, -1.0975, 2.98744, EDDI, P32N21BTN77PW, 2022-09-30 17:05:13,
503, -1.99028, 2.09606, EDDI, P32N21BTN77PW, 2022-09-30 17:05:13,
504, -1.53503, 2.55265, EDDI, P32N21BTN77PW, 2022-09-30 17:05:15,
505, -3.24217, 0.846759, EDDI, P32N21BTN77PW, 2022-09-30 17:05:16,
506, -2.81256, 1.27756, EDDI, P32N21BTN77PW, 2022-09-30 17:05:17,
507, -3.13125, 0.959967, EDDI, P32N21BTN77PW, 2022-09-30 17:05:17,
508, -1.54606, 2.54619, EDDI, P32N21BTN77PW, 2022-09-30 17:05:19,
509, -3.03839, 1.05481, EDDI, P32N21BTN77PW, 2022-09-30 17:05:20,
510, -3.78322, 0.310855, EDDI, P32N21BTN77PW, 2022-09-30 17:05:21,
511, -2.72068, 1.3742, EDDI, P32N21BTN77PW, 2022-09-30 17:05:22,
512, -2.27333, 1.82227, EDDI, P32N21BTN77PW, 2022-09-30 17:05:22,
513, -3.34396, 0.75228, EDDI, P32N21BTN77PW, 2022-09-30 17:05:24,
514, -0.854131, 3.24268, EDDI, P32N21BTN77PW, 2022-09-30 17:05:25,
515, -3.61716, 0.480146, EDDI, P32N21BTN77PW, 2022-09-30 17:05:26,
516, -2.66415, 1.43356, EDDI, P32N21BTN77PW, 2022-09-30 17:05:27,
517, -3.86061, 0.237445, EDDI, P32N21BTN77PW, 2022-09-30 17:05:28,
518, -1.3083, 2.79002, EDDI, P32N21BTN77PW, 2022-09-30 17:05:29,
519, -2.67428, 1.42421, EDDI, P32N21BTN77PW, 2022-09-30 17:05:30,
520, -0.17551, 3.92309, EDDI, P32N21BTN77PW, 2022-09-30 17:05:31,
521, -3.74815, 0.350482, EDDI, P32N21BTN77PW, 2022-09-30 17:05:32,
522, -4.23808, -0.1395, EDDI, P32N21BTN77PW, 2022-09-30 17:05:33,
523, -2.49265, 1.6058, EDDI, P32N21BTN77PW, 2022-09-30 17:05:34,
524, -4.45112, -0.352879, EDDI, P32N21BTN77PW, 2022-09-30 17:05:35,
525, -3.44189, 0.656065, EDDI, P32N21BTN77PW, 2022-09-30 17:05:36,
526, -0.723619, 3.37397, EDDI, P32N21BTN77PW, 2022-09-30 17:05:37,
527, -2.48558, 1.61156, EDDI, P32N21BTN77PW, 2022-09-30 17:05:38,
528, -1.71324, 2.38338, EDDI, P32N21BTN77PW, 2022-09-30 17:05:39,
529, -4.52672, -0.430697, EDDI, P32N21BTN77PW, 2022-09-30 17:05:40,
530, -2.46695, 1.62839, EDDI, P32N21BTN77PW, 2022-09-30 17:05:41,
531, -3.16497, 0.929609, EDDI, P32N21BTN77PW, 2022-09-30 17:05:42,
532, -2.73861, 1.35513, EDDI, P32N21BTN77PW, 2022-09-30 17:05:43,
533, -1.87726, 2.21556, EDDI, P32N21BTN77PW, 2022-09-30 17:05:44,
534, -3.84852, 0.243307, EDDI, P32N21BTN77PW, 2022-09-30 17:05:45,
535, -3.32476, 0.76599, EDDI, P32N21BTN77PW, 2022-09-30 17:05:46,
536, -3.46166, 0.627937, EDDI, P32N21BTN77PW, 2022-09-30 17:05:47,
537, -1.5458, 2.54256, EDDI, P32N21BTN77PW, 2022-09-30 17:05:48,
538, -3.58657, 0.500474, EDDI, P32N21BTN77PW, 2022-09-30 17:05:49,
539, -3.18564, 0.90001, EDDI, P32N21BTN77PW, 2022-09-30 17:05:50,
540, -3.74771, 0.33646, EDDI, P32N21BTN77PW, 2022-09-30 17:05:51,
541, -4.6553, -0.572683, EDDI, P32N21BTN77PW, 2022-09-30 17:05:52,
542, -2.55304, 1.52794, EDDI, P32N21BTN77PW, 2022-09-30 17:05:53,
543, -3.39414, 0.68513, EDDI, P32N21BTN77PW, 2022-09-30 17:05:54,
544, -2.81877, 1.2587, EDDI, P32N21BTN77PW, 2022-09-30 17:05:55,
545, -2.76655, 1.30904, EDDI, P32N21BTN77PW, 2022-09-30 17:05:56,
546, -2.09222, 1.98142, EDDI, P32N21BTN77PW, 2022-09-30 17:05:57,
547, -2.65269, 1.41891, EDDI, P32N21BTN77PW, 2022-09-30 17:05:58,
548, -1.80527, 2.26421, EDDI, P32N21BTN77PW, 2022-09-30 17:05:59,
549, -2.56573, 1.50156, EDDI, P32N21BTN77PW, 2022-09-30 17:06:00,
550, -1.8445, 2.22051, EDDI, P32N21BTN77PW, 2022-09-30 17:06:01,
551, -2.82807, 1.23457, EDDI, P32N21BTN77PW, 2022-09-30 17:06:02,
552, -1.46134, 2.59886, EDDI, P32N21BTN77PW, 2022-09-30 17:06:03,
553, -4.01955, 0.0381308, EDDI, P32N21BTN77PW, 2022-09-30 17:06:04,
554, -1.23791, 2.81716, EDDI, P32N21BTN77PW, 2022-09-30 17:06:05,
555, -2.69249, 1.3599, EDDI, P32N21BTN77PW, 2022-09-30 17:06:06,
556, -4.12865, -0.0790265, EDDI, P32N21BTN77PW, 2022-09-30 17:06:07,
557, -2.33114, 1.71564, EDDI, P32N21BTN77PW, 2022-09-30 17:06:08,
558, -2.22869, 1.81516, EDDI, P32N21BTN77PW, 2022-09-30 17:06:09,
559, -3.14649, 0.894352, EDDI, P32N21BTN77PW, 2022-09-30 17:06:10,
560, -2.25404, 1.78371, EDDI, P32N21BTN77PW, 2022-09-30 17:06:11,
561, -3.89112, 0.143458, EDDI, P32N21BTN77PW, 2022-09-30 17:06:12,
562, -1.24677, 2.78455, EDDI, P32N21BTN77PW, 2022-09-30 17:06:13,
563, -1.96573, 2.06226, EDDI, P32N21BTN77PW, 2022-09-30 17:06:14,
564, -5.10295, -1.07838, EDDI, P32N21BTN77PW, 2022-09-30 17:06:15,
565, -1.95904, 2.06203, EDDI, P32N21BTN77PW, 2022-09-30 17:06:16,
566, -2.22404, 1.79345, EDDI, P32N21BTN77PW, 2022-09-30 17:06:17,
567, -3.76487, 0.248954, EDDI, P32N21BTN77PW, 2022-09-30 17:06:18,
568, -3.11025, 0.899832, EDDI, P32N21BTN77PW, 2022-09-30 17:06:19,
569, -3.98623, 0.0200279, EDDI, P32N21BTN77PW, 2022-09-30 17:06:20,
570, -1.70064, 2.30171, EDDI, P32N21BTN77PW, 2022-09-30 17:06:21,
571, -2.35725, 1.64111, EDDI, P32N21BTN77PW, 2022-09-30 17:06:22,
572, -2.75324, 1.24104, EDDI, P32N21BTN77PW, 2022-09-30 17:06:23,
573, -2.71738, 1.27275, EDDI, P32N21BTN77PW, 2022-09-30 17:06:24,
574, -4.76741, -0.781512, EDDI, P32N21BTN77PW, 2022-09-30 17:06:25,
575, -5.29465, -1.31307, EDDI, P32N21BTN77PW, 2022-09-30 17:06:26,
576, -4.06988, -0.0927002, EDDI, P32N21BTN77PW, 2022-09-30 17:06:27,
577, -4.72229, -0.749598, EDDI, P32N21BTN77PW, 2022-09-30 17:06:28,
578, -1.59099, 2.37714, EDDI, P32N21BTN77PW, 2022-09-30 17:06:29,
579, -0.646633, 3.31685, EDDI, P32N21BTN77PW, 2022-09-30 17:06:30,
580, -3.4615, 0.497259, EDDI, P32N21BTN77PW, 2022-09-30 17:06:31,
581, -3.85912, 0.0948192, EDDI, P32N21BTN77PW, 2022-09-30 17:06:32,
582, -5.52004, -1.57099, EDDI, P32N21BTN77PW, 2022-09-30 17:06:33,
583, -2.58265, 1.36142, EDDI, P32N21BTN77PW, 2022-09-30 17:06:34,
584, -2.44024, 1.49877, EDDI, P32N21BTN77PW, 2022-09-30 17:06:35,
585, -3.09834, 0.835537, EDDI, P32N21BTN77PW, 2022-09-30 17:06:36,
586, -3.41127, 0.517382, EDDI, P32N21BTN77PW, 2022-09-30 17:06:37,
587, -2.42778, 1.49557, EDDI, P32N21BTN77PW, 2022-09-30 17:06:38,
588, -5.42676, -1.5088, EDDI, P32N21BTN77PW, 2022-09-30 17:06:39,
589, -1.4717, 2.4408, EDDI, P32N21BTN77PW, 2022-09-30 17:06:40,
590, -3.19831, 0.708636, EDDI, P32N21BTN77PW, 2022-09-30 17:06:41,
591, -1.92101, 1.98031, EDDI, P32N21BTN77PW, 2022-09-30 17:06:42,
592, -3.69599, 0.199604, EDDI, P32N21BTN77PW, 2022-09-30 17:06:43,
593, -2.55782, 1.33198, EDDI, P32N21BTN77PW, 2022-09-30 17:06:44,
594, -5.03334, -1.14942, EDDI, P32N21BTN77PW, 2022-09-30 17:06:45,
595, -3.54831, 0.329649, EDDI, P32N21BTN77PW, 2022-09-30 17:06:46,
596, -2.07757, 1.79434, EDDI, P32N21BTN77PW, 2022-09-30 17:06:47,
597, -0.61538, 3.25041, EDDI, P32N21BTN77PW, 2022-09-30 17:06:48,
598, -3.39737, 0.462207, EDDI, P32N21BTN77PW, 2022-09-30 17:06:49,
599, -5.24583, -1.39254, EDDI, P32N21BTN77PW, 2022-09-30 17:06:50,
600, -5.71331, -1.8664, EDDI, P32N21BTN77PW, 2022-09-30 17:06:51,
601, -3.23704, 0.603416, EDDI, P32N21BTN77PW, 2022-09-30 17:06:52,
602, -2.73648, 1.09745, EDDI, P32N21BTN77PW, 2022-09-30 17:06:53,
603, -3.33061, 0.496695, EDDI, P32N21BTN77PW, 2022-09-30 17:06:54,
604, -2.68241, 1.1382, EDDI, P32N21BTN77PW, 2022-09-30 17:06:55,
605, -2.13991, 1.67391, EDDI, P32N21BTN77PW, 2022-09-30 17:06:56,
606, -1.90232, 1.90463, EDDI, P32N21BTN77PW, 2022-09-30 17:06:57,
607, -0.93194, 2.86807, EDDI, P32N21BTN77PW, 2022-09-30 17:06:58,
608, -2.62235, 1.17063, EDDI, P32N21BTN77PW, 2022-09-30 17:06:59,
609, -3.70395, 0.0819153, EDDI, P32N21BTN77PW, 2022-09-30 17:07:00,
610, -4.08329, -0.304613, EDDI, P32N21BTN77PW, 2022-09-30 17:07:01,
611, -3.68806, 0.0833433, EDDI, P32N21BTN77PW, 2022-09-30 17:07:02,
612, -4.40102, -0.636971, EDDI, P32N21BTN77PW, 2022-09-30 17:07:03,
613, -3.60621, 0.150402, EDDI, P32N21BTN77PW, 2022-09-30 17:07:04,
614, -3.36731, 0.381781, EDDI, P32N21BTN77PW, 2022-09-30 17:07:05,
615, -3.42541, 0.316075, EDDI, P32N21BTN77PW, 2022-09-30 17:07:06,
616, -1.75523, 1.97857, EDDI, P32N21BTN77PW, 2022-09-30 17:07:07,
617, -3.51207, 0.213973, EDDI, P32N21BTN77PW, 2022-09-30 17:07:08,
618, -3.12882, 0.589378, EDDI, P32N21BTN77PW, 2022-09-30 17:07:09,
619, -3.86333, -0.153058, EDDI, P32N21BTN77PW, 2022-09-30 17:07:10,
